"state","year","county","diocese","party","candidatevotes","totalvotes"
"KANSAS","2020","STEVENS","Dodge City","REPUBLICAN","1760","2031"
"KANSAS","2008","STEVENS","Dodge City","DEMOCRAT","283","2127"
"KANSAS","2008","STEVENS","Dodge City","REPUBLICAN","1815","2127"
"KANSAS","2000","STEVENS","Dodge City","DEMOCRAT","345","2111"
"KANSAS","2000","STEVENS","Dodge City","REPUBLICAN","1714","2111"
"KANSAS","2004","STEVENS","Dodge City","REPUBLICAN","1936","2265"
"KANSAS","2004","STEVENS","Dodge City","DEMOCRAT","310","2265"
"KANSAS","2012","STEVENS","Dodge City","DEMOCRAT","252","2034"
"KANSAS","2012","STEVENS","Dodge City","REPUBLICAN","1749","2034"
"KANSAS","2016","STEVENS","Dodge City","REPUBLICAN","1599","1891"
"KANSAS","2016","STEVENS","Dodge City","DEMOCRAT","220","1891"
"KANSAS","2016","WICHITA","Dodge City","DEMOCRAT","140","956"
"KANSAS","2016","WICHITA","Dodge City","REPUBLICAN","769","956"
"KANSAS","2012","WICHITA","Dodge City","REPUBLICAN","821","987"
"KANSAS","2012","WICHITA","Dodge City","DEMOCRAT","157","987"
"KANSAS","2020","WICHITA","Dodge City","REPUBLICAN","808","968"
"KANSAS","2020","WICHITA","Dodge City","DEMOCRAT","149","968"
"KANSAS","2004","WICHITA","Dodge City","DEMOCRAT","183","1062"
"KANSAS","2004","WICHITA","Dodge City","REPUBLICAN","869","1062"
"KANSAS","2008","WICHITA","Dodge City","DEMOCRAT","163","1019"
"KANSAS","2008","WICHITA","Dodge City","REPUBLICAN","840","1019"
"KANSAS","2000","WICHITA","Dodge City","DEMOCRAT","207","1090"
"KANSAS","2000","WICHITA","Dodge City","REPUBLICAN","859","1090"
"IOWA","2000","ALLAMAKEE","Dubuque","DEMOCRAT","2883","6462"
"IOWA","2000","ALLAMAKEE","Dubuque","REPUBLICAN","3277","6462"
"IOWA","2004","ALLAMAKEE","Dubuque","DEMOCRAT","3449","7062"
"IOWA","2004","ALLAMAKEE","Dubuque","REPUBLICAN","3530","7062"
"IOWA","2008","ALLAMAKEE","Dubuque","REPUBLICAN","2965","7059"
"IOWA","2008","ALLAMAKEE","Dubuque","DEMOCRAT","3971","7059"
"IOWA","2012","ALLAMAKEE","Dubuque","REPUBLICAN","3264","6934"
"IOWA","2012","ALLAMAKEE","Dubuque","DEMOCRAT","3553","6934"
"IOWA","2016","ALLAMAKEE","Dubuque","REPUBLICAN","4093","6923"
"IOWA","2016","ALLAMAKEE","Dubuque","DEMOCRAT","2421","6923"
"IOWA","2020","ALLAMAKEE","Dubuque","DEMOCRAT","2068","7422"
"IOWA","2020","ALLAMAKEE","Dubuque","DEMOCRAT","508","7422"
"IOWA","2020","ALLAMAKEE","Dubuque","REPUBLICAN","2699","7422"
"IOWA","2020","ALLAMAKEE","Dubuque","REPUBLICAN","2045","7422"
"IOWA","2020","BENTON","Dubuque","DEMOCRAT","3218","14642"
"IOWA","2020","BENTON","Dubuque","REPUBLICAN","6081","14642"
"IOWA","2020","BENTON","Dubuque","REPUBLICAN","3127","14642"
"IOWA","2020","BENTON","Dubuque","DEMOCRAT","1942","14642"
"IOWA","2008","BENTON","Dubuque","DEMOCRAT","7058","13712"
"IOWA","2008","BENTON","Dubuque","REPUBLICAN","6447","13712"
"IOWA","2000","BENTON","Dubuque","DEMOCRAT","5915","11766"
"IOWA","2000","BENTON","Dubuque","REPUBLICAN","5468","11766"
"IOWA","2004","BENTON","Dubuque","REPUBLICAN","6658","13501"
"IOWA","2004","BENTON","Dubuque","DEMOCRAT","6747","13501"
"IOWA","2016","BENTON","Dubuque","DEMOCRAT","4678","13844"
"IOWA","2016","BENTON","Dubuque","REPUBLICAN","8232","13844"
"IOWA","2012","BENTON","Dubuque","DEMOCRAT","6862","14023"
"IOWA","2012","BENTON","Dubuque","REPUBLICAN","6940","14023"
"IOWA","2012","BLACK HAWK","Dubuque","DEMOCRAT","39821","67141"
"IOWA","2012","BLACK HAWK","Dubuque","REPUBLICAN","26235","67141"
"IOWA","2016","BLACK HAWK","Dubuque","REPUBLICAN","27476","64405"
"IOWA","2016","BLACK HAWK","Dubuque","DEMOCRAT","32233","64405"
"IOWA","2020","BLACK HAWK","Dubuque","REPUBLICAN","15921","66593"
"IOWA","2020","BLACK HAWK","Dubuque","REPUBLICAN","13892","66593"
"IOWA","2020","BLACK HAWK","Dubuque","DEMOCRAT","9196","66593"
"IOWA","2020","BLACK HAWK","Dubuque","DEMOCRAT","26451","66593"
"IOWA","2004","BLACK HAWK","Dubuque","REPUBLICAN","28046","63907"
"IOWA","2004","BLACK HAWK","Dubuque","DEMOCRAT","35392","63907"
"IOWA","2008","BLACK HAWK","Dubuque","DEMOCRAT","39184","64775"
"IOWA","2008","BLACK HAWK","Dubuque","REPUBLICAN","24662","64775"
"IOWA","2000","BLACK HAWK","Dubuque","DEMOCRAT","30112","55085"
"IOWA","2000","BLACK HAWK","Dubuque","REPUBLICAN","23468","55085"
"IOWA","2000","BREMER","Dubuque","DEMOCRAT","5169","11175"
"IOWA","2000","BREMER","Dubuque","REPUBLICAN","5675","11175"
"IOWA","2004","BREMER","Dubuque","REPUBLICAN","6665","12779"
"IOWA","2004","BREMER","Dubuque","DEMOCRAT","6025","12779"
"IOWA","2008","BREMER","Dubuque","REPUBLICAN","5741","12871"
"IOWA","2008","BREMER","Dubuque","DEMOCRAT","6940","12871"
"IOWA","2016","BREMER","Dubuque","DEMOCRAT","5356","13538"
"IOWA","2016","BREMER","Dubuque","REPUBLICAN","7208","13538"
"IOWA","2012","BREMER","Dubuque","DEMOCRAT","6763","13346"
"IOWA","2012","BREMER","Dubuque","REPUBLICAN","6405","13346"
"IOWA","2020","BREMER","Dubuque","REPUBLICAN","4575","14546"
"IOWA","2020","BREMER","Dubuque","REPUBLICAN","3749","14546"
"IOWA","2020","BREMER","Dubuque","DEMOCRAT","4497","14546"
"IOWA","2020","BREMER","Dubuque","DEMOCRAT","1461","14546"
"IOWA","2020","BUCHANAN","Dubuque","REPUBLICAN","3913","10774"
"IOWA","2020","BUCHANAN","Dubuque","REPUBLICAN","2517","10774"
"IOWA","2020","BUCHANAN","Dubuque","DEMOCRAT","1207","10774"
"IOWA","2020","BUCHANAN","Dubuque","DEMOCRAT","2962","10774"
"IOWA","2008","BUCHANAN","Dubuque","REPUBLICAN","4139","10338"
"IOWA","2008","BUCHANAN","Dubuque","DEMOCRAT","6050","10338"
"IOWA","2000","BUCHANAN","Dubuque","DEMOCRAT","5045","9410"
"IOWA","2000","BUCHANAN","Dubuque","REPUBLICAN","4092","9410"
"IOWA","2004","BUCHANAN","Dubuque","DEMOCRAT","5608","10475"
"IOWA","2004","BUCHANAN","Dubuque","REPUBLICAN","4797","10475"
"IOWA","2012","BUCHANAN","Dubuque","REPUBLICAN","4450","10535"
"IOWA","2012","BUCHANAN","Dubuque","DEMOCRAT","5911","10535"
"IOWA","2016","BUCHANAN","Dubuque","DEMOCRAT","3970","10252"
"IOWA","2016","BUCHANAN","Dubuque","REPUBLICAN","5510","10252"
"IOWA","2016","BUTLER","Dubuque","DEMOCRAT","2157","7513"
"IOWA","2016","BUTLER","Dubuque","REPUBLICAN","4921","7513"
"IOWA","2012","BUTLER","Dubuque","REPUBLICAN","4106","7545"
"IOWA","2012","BUTLER","Dubuque","DEMOCRAT","3329","7545"
"IOWA","2020","BUTLER","Dubuque","DEMOCRAT","1696","8098"
"IOWA","2020","BUTLER","Dubuque","DEMOCRAT","728","8098"
"IOWA","2020","BUTLER","Dubuque","REPUBLICAN","2441","8098"
"IOWA","2020","BUTLER","Dubuque","REPUBLICAN","3115","8098"
"IOWA","2004","BUTLER","Dubuque","DEMOCRAT","3001","7475"
"IOWA","2004","BUTLER","Dubuque","REPUBLICAN","4417","7475"
"IOWA","2008","BUTLER","Dubuque","DEMOCRAT","3364","7166"
"IOWA","2008","BUTLER","Dubuque","REPUBLICAN","3700","7166"
"IOWA","2000","BUTLER","Dubuque","REPUBLICAN","3837","6724"
"IOWA","2000","BUTLER","Dubuque","DEMOCRAT","2735","6724"
"IOWA","2000","CERRO GORDO","Dubuque","REPUBLICAN","9397","22162"
"IOWA","2000","CERRO GORDO","Dubuque","DEMOCRAT","12185","22162"
"IOWA","2004","CERRO GORDO","Dubuque","REPUBLICAN","10960","24516"
"IOWA","2004","CERRO GORDO","Dubuque","DEMOCRAT","13372","24516"
"IOWA","2008","CERRO GORDO","Dubuque","DEMOCRAT","14405","24140"
"IOWA","2008","CERRO GORDO","Dubuque","REPUBLICAN","9375","24140"
"IOWA","2012","CERRO GORDO","Dubuque","DEMOCRAT","13316","23824"
"IOWA","2012","CERRO GORDO","Dubuque","REPUBLICAN","10128","23824"
"IOWA","2016","CERRO GORDO","Dubuque","REPUBLICAN","11621","22965"
"IOWA","2016","CERRO GORDO","Dubuque","DEMOCRAT","9862","22965"
"IOWA","2020","CERRO GORDO","Dubuque","DEMOCRAT","8104","23801"
"IOWA","2020","CERRO GORDO","Dubuque","DEMOCRAT","2837","23801"
"IOWA","2020","CERRO GORDO","Dubuque","REPUBLICAN","5714","23801"
"IOWA","2020","CERRO GORDO","Dubuque","REPUBLICAN","6785","23801"
"IOWA","2020","CHICKASAW","Dubuque","DEMOCRAT","388","6631"
"IOWA","2020","CHICKASAW","Dubuque","DEMOCRAT","1845","6631"
"IOWA","2020","CHICKASAW","Dubuque","REPUBLICAN","2398","6631"
"IOWA","2020","CHICKASAW","Dubuque","REPUBLICAN","1924","6631"
"IOWA","2008","CHICKASAW","Dubuque","DEMOCRAT","3923","6583"
"IOWA","2008","CHICKASAW","Dubuque","REPUBLICAN","2557","6583"
"IOWA","2000","CHICKASAW","Dubuque","DEMOCRAT","3435","6584"
"IOWA","2000","CHICKASAW","Dubuque","REPUBLICAN","2936","6584"
"IOWA","2004","CHICKASAW","Dubuque","REPUBLICAN","3040","6806"
"IOWA","2004","CHICKASAW","Dubuque","DEMOCRAT","3708","6806"
"IOWA","2016","CHICKASAW","Dubuque","REPUBLICAN","3742","6435"
"IOWA","2016","CHICKASAW","Dubuque","DEMOCRAT","2266","6435"
"IOWA","2012","CHICKASAW","Dubuque","REPUBLICAN","2836","6484"
"IOWA","2012","CHICKASAW","Dubuque","DEMOCRAT","3554","6484"
"IOWA","2012","CLAYTON","Dubuque","REPUBLICAN","4164","9138"
"IOWA","2012","CLAYTON","Dubuque","DEMOCRAT","4806","9138"
"IOWA","2016","CLAYTON","Dubuque","DEMOCRAT","3237","9129"
"IOWA","2016","CLAYTON","Dubuque","REPUBLICAN","5317","9129"
"IOWA","2020","CLAYTON","Dubuque","DEMOCRAT","2395","9594"
"IOWA","2020","CLAYTON","Dubuque","DEMOCRAT","945","9594"
"IOWA","2020","CLAYTON","Dubuque","REPUBLICAN","2271","9594"
"IOWA","2020","CLAYTON","Dubuque","REPUBLICAN","3848","9594"
"IOWA","2004","CLAYTON","Dubuque","REPUBLICAN","4312","9168"
"IOWA","2004","CLAYTON","Dubuque","DEMOCRAT","4736","9168"
"IOWA","2008","CLAYTON","Dubuque","REPUBLICAN","3651","8989"
"IOWA","2008","CLAYTON","Dubuque","DEMOCRAT","5195","8989"
"IOWA","2000","CLAYTON","Dubuque","REPUBLICAN","4034","8571"
"IOWA","2000","CLAYTON","Dubuque","DEMOCRAT","4238","8571"
"IOWA","2000","DELAWARE","Dubuque","REPUBLICAN","4273","8349"
"IOWA","2000","DELAWARE","Dubuque","DEMOCRAT","3808","8349"
"IOWA","2004","DELAWARE","Dubuque","REPUBLICAN","4908","9200"
"IOWA","2004","DELAWARE","Dubuque","DEMOCRAT","4227","9200"
"IOWA","2008","DELAWARE","Dubuque","DEMOCRAT","4649","8901"
"IOWA","2008","DELAWARE","Dubuque","REPUBLICAN","4113","8901"
"IOWA","2016","DELAWARE","Dubuque","DEMOCRAT","2957","9241"
"IOWA","2016","DELAWARE","Dubuque","REPUBLICAN","5694","9241"
"IOWA","2012","DELAWARE","Dubuque","DEMOCRAT","4616","9378"
"IOWA","2012","DELAWARE","Dubuque","REPUBLICAN","4636","9378"
"IOWA","2020","DELAWARE","Dubuque","REPUBLICAN","4075","10003"
"IOWA","2020","DELAWARE","Dubuque","REPUBLICAN","2613","10003"
"IOWA","2020","DELAWARE","Dubuque","DEMOCRAT","1014","10003"
"IOWA","2020","DELAWARE","Dubuque","DEMOCRAT","2143","10003"
"IOWA","2020","DUBUQUE","Dubuque","REPUBLICAN","14206","53926"
"IOWA","2020","DUBUQUE","Dubuque","REPUBLICAN","13152","53926"
"IOWA","2020","DUBUQUE","Dubuque","DEMOCRAT","4970","53926"
"IOWA","2020","DUBUQUE","Dubuque","DEMOCRAT","20687","53926"
"IOWA","2008","DUBUQUE","Dubuque","DEMOCRAT","28611","47953"
"IOWA","2008","DUBUQUE","Dubuque","REPUBLICAN","18651","47953"
"IOWA","2000","DUBUQUE","Dubuque","REPUBLICAN","16462","40323"
"IOWA","2000","DUBUQUE","Dubuque","DEMOCRAT","22341","40323"
"IOWA","2004","DUBUQUE","Dubuque","DEMOCRAT","26561","47043"
"IOWA","2004","DUBUQUE","Dubuque","REPUBLICAN","20100","47043"
"IOWA","2012","DUBUQUE","Dubuque","REPUBLICAN","21280","50894"
"IOWA","2012","DUBUQUE","Dubuque","DEMOCRAT","28768","50894"
"IOWA","2016","DUBUQUE","Dubuque","DEMOCRAT","22850","49721"
"IOWA","2016","DUBUQUE","Dubuque","REPUBLICAN","23460","49721"
"IOWA","2016","FAYETTE","Dubuque","REPUBLICAN","5620","9975"
"IOWA","2016","FAYETTE","Dubuque","DEMOCRAT","3689","9975"
"IOWA","2012","FAYETTE","Dubuque","REPUBLICAN","4492","10366"
"IOWA","2012","FAYETTE","Dubuque","DEMOCRAT","5732","10366"
"IOWA","2020","FAYETTE","Dubuque","REPUBLICAN","3621","10186"
"IOWA","2020","FAYETTE","Dubuque","REPUBLICAN","2553","10186"
"IOWA","2020","FAYETTE","Dubuque","DEMOCRAT","1046","10186"
"IOWA","2020","FAYETTE","Dubuque","DEMOCRAT","2789","10186"
"IOWA","2004","FAYETTE","Dubuque","DEMOCRAT","5185","10392"
"IOWA","2004","FAYETTE","Dubuque","REPUBLICAN","5128","10392"
"IOWA","2008","FAYETTE","Dubuque","REPUBLICAN","4205","10259"
"IOWA","2008","FAYETTE","Dubuque","DEMOCRAT","5908","10259"
"IOWA","2000","FAYETTE","Dubuque","DEMOCRAT","4640","9621"
"IOWA","2000","FAYETTE","Dubuque","REPUBLICAN","4747","9621"
"IOWA","2000","FLOYD","Dubuque","DEMOCRAT","3830","7238"
"IOWA","2000","FLOYD","Dubuque","REPUBLICAN","3191","7238"
"IOWA","2004","FLOYD","Dubuque","DEMOCRAT","4349","8167"
"IOWA","2004","FLOYD","Dubuque","REPUBLICAN","3745","8167"
"IOWA","2008","FLOYD","Dubuque","REPUBLICAN","3051","8091"
"IOWA","2008","FLOYD","Dubuque","DEMOCRAT","4822","8091"
"IOWA","2012","FLOYD","Dubuque","REPUBLICAN","3472","8257"
"IOWA","2012","FLOYD","Dubuque","DEMOCRAT","4680","8257"
"IOWA","2016","FLOYD","Dubuque","REPUBLICAN","4375","8060"
"IOWA","2016","FLOYD","Dubuque","DEMOCRAT","3179","8060"
"IOWA","2020","FLOYD","Dubuque","REPUBLICAN","2552","8032"
"IOWA","2020","FLOYD","Dubuque","REPUBLICAN","2195","8032"
"IOWA","2020","FLOYD","Dubuque","DEMOCRAT","781","8032"
"IOWA","2020","FLOYD","Dubuque","DEMOCRAT","2391","8032"
"IOWA","2020","FRANKLIN","Dubuque","REPUBLICAN","1437","5130"
"IOWA","2020","FRANKLIN","Dubuque","DEMOCRAT","569","5130"
"IOWA","2020","FRANKLIN","Dubuque","DEMOCRAT","1057","5130"
"IOWA","2020","FRANKLIN","Dubuque","REPUBLICAN","1996","5130"
"IOWA","2008","FRANKLIN","Dubuque","DEMOCRAT","2575","5148"
"IOWA","2008","FRANKLIN","Dubuque","REPUBLICAN","2501","5148"
"IOWA","2000","FRANKLIN","Dubuque","REPUBLICAN","2657","4938"
"IOWA","2000","FRANKLIN","Dubuque","DEMOCRAT","2122","4938"
"IOWA","2004","FRANKLIN","Dubuque","DEMOCRAT","2340","5521"
"IOWA","2004","FRANKLIN","Dubuque","REPUBLICAN","3128","5521"
"IOWA","2016","FRANKLIN","Dubuque","REPUBLICAN","3163","4968"
"IOWA","2016","FRANKLIN","Dubuque","DEMOCRAT","1493","4968"
"IOWA","2012","FRANKLIN","Dubuque","REPUBLICAN","2823","5186"
"IOWA","2012","FRANKLIN","Dubuque","DEMOCRAT","2266","5186"
"IOWA","2012","GRUNDY","Dubuque","DEMOCRAT","2635","6962"
"IOWA","2012","GRUNDY","Dubuque","REPUBLICAN","4215","6962"
"IOWA","2016","GRUNDY","Dubuque","DEMOCRAT","1856","6872"
"IOWA","2016","GRUNDY","Dubuque","REPUBLICAN","4527","6872"
"IOWA","2020","GRUNDY","Dubuque","DEMOCRAT","777","7276"
"IOWA","2020","GRUNDY","Dubuque","REPUBLICAN","3069","7276"
"IOWA","2020","GRUNDY","Dubuque","DEMOCRAT","1429","7276"
"IOWA","2020","GRUNDY","Dubuque","REPUBLICAN","1876","7276"
"IOWA","2004","GRUNDY","Dubuque","DEMOCRAT","2386","6849"
"IOWA","2004","GRUNDY","Dubuque","REPUBLICAN","4429","6849"
"IOWA","2008","GRUNDY","Dubuque","DEMOCRAT","2790","6828"
"IOWA","2008","GRUNDY","Dubuque","REPUBLICAN","3945","6828"
"IOWA","2000","GRUNDY","Dubuque","DEMOCRAT","2139","6111"
"IOWA","2000","GRUNDY","Dubuque","REPUBLICAN","3851","6111"
"IOWA","2000","HAMILTON","Dubuque","DEMOCRAT","3407","7574"
"IOWA","2000","HAMILTON","Dubuque","REPUBLICAN","3968","7574"
"IOWA","2004","HAMILTON","Dubuque","DEMOCRAT","3895","8335"
"IOWA","2004","HAMILTON","Dubuque","REPUBLICAN","4367","8335"
"IOWA","2008","HAMILTON","Dubuque","DEMOCRAT","4018","8078"
"IOWA","2008","HAMILTON","Dubuque","REPUBLICAN","3913","8078"
"IOWA","2016","HAMILTON","Dubuque","REPUBLICAN","4463","7694"
"IOWA","2016","HAMILTON","Dubuque","DEMOCRAT","2726","7694"
"IOWA","2012","HAMILTON","Dubuque","REPUBLICAN","3991","7927"
"IOWA","2012","HAMILTON","Dubuque","DEMOCRAT","3782","7927"
"IOWA","2020","HAMILTON","Dubuque","REPUBLICAN","2525","7943"
"IOWA","2020","HAMILTON","Dubuque","DEMOCRAT","691","7943"
"IOWA","2020","HAMILTON","Dubuque","DEMOCRAT","2152","7943"
"IOWA","2020","HAMILTON","Dubuque","REPUBLICAN","2457","7943"
"IOWA","2020","HANCOCK","Dubuque","REPUBLICAN","2692","6172"
"IOWA","2020","HANCOCK","Dubuque","REPUBLICAN","1709","6172"
"IOWA","2020","HANCOCK","Dubuque","DEMOCRAT","538","6172"
"IOWA","2020","HANCOCK","Dubuque","DEMOCRAT","1145","6172"
"IOWA","2008","HANCOCK","Dubuque","REPUBLICAN","3016","5930"
"IOWA","2008","HANCOCK","Dubuque","DEMOCRAT","2805","5930"
"IOWA","2000","HANCOCK","Dubuque","DEMOCRAT","2281","5438"
"IOWA","2000","HANCOCK","Dubuque","REPUBLICAN","2988","5438"
"IOWA","2004","HANCOCK","Dubuque","DEMOCRAT","2484","5905"
"IOWA","2004","HANCOCK","Dubuque","REPUBLICAN","3368","5905"
"IOWA","2012","HANCOCK","Dubuque","DEMOCRAT","2521","5925"
"IOWA","2012","HANCOCK","Dubuque","REPUBLICAN","3317","5925"
"IOWA","2016","HANCOCK","Dubuque","REPUBLICAN","3977","5871"
"IOWA","2016","HANCOCK","Dubuque","DEMOCRAT","1587","5871"
"IOWA","2016","HARDIN","Dubuque","DEMOCRAT","2787","8533"
"IOWA","2016","HARDIN","Dubuque","REPUBLICAN","5254","8533"
"IOWA","2012","HARDIN","Dubuque","DEMOCRAT","4075","8898"
"IOWA","2012","HARDIN","Dubuque","REPUBLICAN","4670","8898"
"IOWA","2020","HARDIN","Dubuque","REPUBLICAN","3209","8989"
"IOWA","2020","HARDIN","Dubuque","REPUBLICAN","2655","8989"
"IOWA","2020","HARDIN","Dubuque","DEMOCRAT","819","8989"
"IOWA","2020","HARDIN","Dubuque","DEMOCRAT","2157","8989"
"IOWA","2004","HARDIN","Dubuque","DEMOCRAT","4015","8949"
"IOWA","2004","HARDIN","Dubuque","REPUBLICAN","4875","8949"
"IOWA","2008","HARDIN","Dubuque","DEMOCRAT","4393","8859"
"IOWA","2008","HARDIN","Dubuque","REPUBLICAN","4315","8859"
"IOWA","2000","HARDIN","Dubuque","DEMOCRAT","3734","8435"
"IOWA","2000","HARDIN","Dubuque","REPUBLICAN","4486","8435"
"IOWA","2000","HOWARD","Dubuque","DEMOCRAT","2426","4491"
"IOWA","2000","HOWARD","Dubuque","REPUBLICAN","1922","4491"
"IOWA","2004","HOWARD","Dubuque","DEMOCRAT","2614","4697"
"IOWA","2004","HOWARD","Dubuque","REPUBLICAN","2028","4697"
"IOWA","2008","HOWARD","Dubuque","DEMOCRAT","2941","4728"
"IOWA","2008","HOWARD","Dubuque","REPUBLICAN","1722","4728"
"IOWA","2012","HOWARD","Dubuque","DEMOCRAT","2768","4645"
"IOWA","2012","HOWARD","Dubuque","REPUBLICAN","1795","4645"
"IOWA","2016","HOWARD","Dubuque","REPUBLICAN","2611","4559"
"IOWA","2016","HOWARD","Dubuque","DEMOCRAT","1677","4559"
"IOWA","2020","HOWARD","Dubuque","REPUBLICAN","1224","4958"
"IOWA","2020","HOWARD","Dubuque","DEMOCRAT","1285","4958"
"IOWA","2020","HOWARD","Dubuque","REPUBLICAN","1909","4958"
"IOWA","2020","HOWARD","Dubuque","DEMOCRAT","487","4958"
"IOWA","2020","JACKSON","Dubuque","DEMOCRAT","3080","11135"
"IOWA","2020","JACKSON","Dubuque","DEMOCRAT","949","11135"
"IOWA","2020","JACKSON","Dubuque","REPUBLICAN","3077","11135"
"IOWA","2020","JACKSON","Dubuque","REPUBLICAN","3880","11135"
"IOWA","2008","JACKSON","Dubuque","DEMOCRAT","6102","9955"
"IOWA","2008","JACKSON","Dubuque","REPUBLICAN","3673","9955"
"IOWA","2000","JACKSON","Dubuque","REPUBLICAN","3769","9032"
"IOWA","2000","JACKSON","Dubuque","DEMOCRAT","4945","9032"
"IOWA","2004","JACKSON","Dubuque","DEMOCRAT","5656","10011"
"IOWA","2004","JACKSON","Dubuque","REPUBLICAN","4242","10011"
"IOWA","2016","JACKSON","Dubuque","DEMOCRAT","3837","10310"
"IOWA","2016","JACKSON","Dubuque","REPUBLICAN","5824","10310"
"IOWA","2012","JACKSON","Dubuque","DEMOCRAT","5907","10242"
"IOWA","2012","JACKSON","Dubuque","REPUBLICAN","4177","10242"
"IOWA","2012","JONES","Dubuque","REPUBLICAN","4721","10449"
"IOWA","2012","JONES","Dubuque","DEMOCRAT","5534","10449"
"IOWA","2016","JONES","Dubuque","REPUBLICAN","5720","10133"
"IOWA","2016","JONES","Dubuque","DEMOCRAT","3787","10133"
"IOWA","2020","JONES","Dubuque","REPUBLICAN","3814","10989"
"IOWA","2020","JONES","Dubuque","REPUBLICAN","2782","10989"
"IOWA","2020","JONES","Dubuque","DEMOCRAT","1068","10989"
"IOWA","2020","JONES","Dubuque","DEMOCRAT","3145","10989"
"IOWA","2004","JONES","Dubuque","DEMOCRAT","5054","9978"
"IOWA","2004","JONES","Dubuque","REPUBLICAN","4834","9978"
"IOWA","2008","JONES","Dubuque","DEMOCRAT","5446","10004"
"IOWA","2008","JONES","Dubuque","REPUBLICAN","4405","10004"
"IOWA","2000","JONES","Dubuque","DEMOCRAT","4690","9143"
"IOWA","2000","JONES","Dubuque","REPUBLICAN","4201","9143"
"IOWA","2000","LINN","Dubuque","REPUBLICAN","40417","92064"
"IOWA","2000","LINN","Dubuque","DEMOCRAT","48897","92064"
"IOWA","2004","LINN","Dubuque","DEMOCRAT","60442","110740"
"IOWA","2004","LINN","Dubuque","REPUBLICAN","49442","110740"
"IOWA","2008","LINN","Dubuque","DEMOCRAT","68037","113355"
"IOWA","2008","LINN","Dubuque","REPUBLICAN","43626","113355"
"IOWA","2016","LINN","Dubuque","DEMOCRAT","58935","117098"
"IOWA","2016","LINN","Dubuque","REPUBLICAN","48390","117098"
"IOWA","2012","LINN","Dubuque","DEMOCRAT","68581","118453"
"IOWA","2012","LINN","Dubuque","REPUBLICAN","47622","118453"
"IOWA","2020","LINN","Dubuque","DEMOCRAT","55470","127458"
"IOWA","2020","LINN","Dubuque","DEMOCRAT","15404","127458"
"IOWA","2020","LINN","Dubuque","REPUBLICAN","24996","127458"
"IOWA","2020","LINN","Dubuque","REPUBLICAN","28748","127458"
"IOWA","2020","MARSHALL","Dubuque","DEMOCRAT","6207","18136"
"IOWA","2020","MARSHALL","Dubuque","DEMOCRAT","1969","18136"
"IOWA","2020","MARSHALL","Dubuque","REPUBLICAN","5051","18136"
"IOWA","2020","MARSHALL","Dubuque","REPUBLICAN","4559","18136"
"IOWA","2008","MARSHALL","Dubuque","DEMOCRAT","10023","18657"
"IOWA","2008","MARSHALL","Dubuque","REPUBLICAN","8278","18657"
"IOWA","2000","MARSHALL","Dubuque","REPUBLICAN","8785","17624"
"IOWA","2000","MARSHALL","Dubuque","DEMOCRAT","8322","17624"
"IOWA","2004","MARSHALL","Dubuque","REPUBLICAN","9557","19164"
"IOWA","2004","MARSHALL","Dubuque","DEMOCRAT","9443","19164"
"IOWA","2012","MARSHALL","Dubuque","DEMOCRAT","10257","19064"
"IOWA","2012","MARSHALL","Dubuque","REPUBLICAN","8472","19064"
"IOWA","2016","MARSHALL","Dubuque","DEMOCRAT","7652","17980"
"IOWA","2016","MARSHALL","Dubuque","REPUBLICAN","9146","17980"
"IOWA","2016","MITCHELL","Dubuque","DEMOCRAT","1888","5417"
"IOWA","2016","MITCHELL","Dubuque","REPUBLICAN","3190","5417"
"IOWA","2012","MITCHELL","Dubuque","REPUBLICAN","2643","5586"
"IOWA","2012","MITCHELL","Dubuque","DEMOCRAT","2831","5586"
"IOWA","2020","MITCHELL","Dubuque","DEMOCRAT","1603","5822"
"IOWA","2020","MITCHELL","Dubuque","DEMOCRAT","450","5822"
"IOWA","2020","MITCHELL","Dubuque","REPUBLICAN","1820","5822"
"IOWA","2020","MITCHELL","Dubuque","REPUBLICAN","1864","5822"
"IOWA","2004","MITCHELL","Dubuque","REPUBLICAN","2646","5480"
"IOWA","2004","MITCHELL","Dubuque","DEMOCRAT","2785","5480"
"IOWA","2008","MITCHELL","Dubuque","REPUBLICAN","2469","5766"
"IOWA","2008","MITCHELL","Dubuque","DEMOCRAT","3179","5766"
"IOWA","2000","MITCHELL","Dubuque","DEMOCRAT","2650","5162"
"IOWA","2000","MITCHELL","Dubuque","REPUBLICAN","2388","5162"
"IOWA","2000","STORY","Dubuque","DEMOCRAT","17478","35364"
"IOWA","2000","STORY","Dubuque","REPUBLICAN","16228","35364"
"IOWA","2004","STORY","Dubuque","REPUBLICAN","20819","44652"
"IOWA","2004","STORY","Dubuque","DEMOCRAT","23296","44652"
"IOWA","2008","STORY","Dubuque","REPUBLICAN","18995","46575"
"IOWA","2008","STORY","Dubuque","DEMOCRAT","26548","46575"
"IOWA","2012","STORY","Dubuque","DEMOCRAT","26192","47150"
"IOWA","2012","STORY","Dubuque","REPUBLICAN","19668","47150"
"IOWA","2016","STORY","Dubuque","REPUBLICAN","19458","50667"
"IOWA","2016","STORY","Dubuque","DEMOCRAT","25709","50667"
"IOWA","2020","STORY","Dubuque","DEMOCRAT","7580","51038"
"IOWA","2020","STORY","Dubuque","DEMOCRAT","21595","51038"
