"year","state","state_po","county_name","party","candidatevotes","totalvotes","percentvote"
"2008","KENTUCKY","KY","FRANKLIN","REPUBLICAN","11911","24079","49.47"
"2008","KENTUCKY","KY","FULTON","DEMOCRAT","1238","2825","43.82"
"2008","KENTUCKY","KY","FULTON","REPUBLICAN","1530","2825","54.16"
"2008","KENTUCKY","KY","GALLATIN","DEMOCRAT","1278","3193","40.03"
"2008","KENTUCKY","KY","GALLATIN","REPUBLICAN","1840","3193","57.63"
"2008","KENTUCKY","KY","GARRARD","DEMOCRAT","2012","7210","27.91"
"2008","KENTUCKY","KY","GARRARD","REPUBLICAN","5118","7210","70.98"
"2008","KENTUCKY","KY","GRANT","DEMOCRAT","3112","8754","35.55"
"2008","KENTUCKY","KY","GRANT","REPUBLICAN","5510","8754","62.94"
"2008","KENTUCKY","KY","GRAVES","DEMOCRAT","5843","16155","36.17"
"2008","KENTUCKY","KY","GRAVES","REPUBLICAN","10056","16155","62.25"
"2008","KENTUCKY","KY","GRAYSON","DEMOCRAT","3154","9903","31.85"
"2008","KENTUCKY","KY","GRAYSON","REPUBLICAN","6605","9903","66.70"
"2008","KENTUCKY","KY","GREEN","DEMOCRAT","1204","5079","23.71"
"2008","KENTUCKY","KY","GREEN","REPUBLICAN","3785","5079","74.52"
"2008","KENTUCKY","KY","GREENUP","DEMOCRAT","6621","15798","41.91"
"2008","KENTUCKY","KY","GREENUP","REPUBLICAN","8849","15798","56.01"
"2008","KENTUCKY","KY","HANCOCK","DEMOCRAT","2135","4144","51.52"
"2008","KENTUCKY","KY","HANCOCK","REPUBLICAN","1928","4144","46.53"
"2008","KENTUCKY","KY","HARDIN","DEMOCRAT","15650","39990","39.13"
"2008","KENTUCKY","KY","HARDIN","REPUBLICAN","23896","39990","59.75"
"2008","KENTUCKY","KY","HARLAN","DEMOCRAT","2586","9914","26.08"
"2008","KENTUCKY","KY","HARLAN","REPUBLICAN","7165","9914","72.27"
"2008","KENTUCKY","KY","HARRISON","DEMOCRAT","2916","7590","38.42"
"2008","KENTUCKY","KY","HARRISON","REPUBLICAN","4520","7590","59.55"
"2008","KENTUCKY","KY","HART","DEMOCRAT","2290","6818","33.59"
"2008","KENTUCKY","KY","HART","REPUBLICAN","4397","6818","64.49"
"2008","KENTUCKY","KY","HENDERSON","DEMOCRAT","10049","19861","50.60"
"2008","KENTUCKY","KY","HENDERSON","REPUBLICAN","9523","19861","47.95"
"2008","KENTUCKY","KY","HENRY","DEMOCRAT","2725","6919","39.38"
"2008","KENTUCKY","KY","HENRY","REPUBLICAN","4081","6919","58.98"
"2008","KENTUCKY","KY","HICKMAN","DEMOCRAT","812","2250","36.09"
"2008","KENTUCKY","KY","HICKMAN","REPUBLICAN","1406","2250","62.49"
"2008","KENTUCKY","KY","HOPKINS","DEMOCRAT","7104","19348","36.72"
"2008","KENTUCKY","KY","HOPKINS","REPUBLICAN","11916","19348","61.59"
"2008","KENTUCKY","KY","JACKSON","DEMOCRAT","743","5224","14.22"
"2008","KENTUCKY","KY","JACKSON","REPUBLICAN","4407","5224","84.36"
"2008","KENTUCKY","KY","JEFFERSON","DEMOCRAT","196435","353892","55.51"
"2008","KENTUCKY","KY","JEFFERSON","REPUBLICAN","153957","353892","43.50"
"2008","KENTUCKY","KY","JESSAMINE","DEMOCRAT","6236","20214","30.85"
"2008","KENTUCKY","KY","JESSAMINE","REPUBLICAN","13711","20214","67.83"
"2008","KENTUCKY","KY","JOHNSON","DEMOCRAT","2407","8517","28.26"
"2008","KENTUCKY","KY","JOHNSON","REPUBLICAN","5948","8517","69.84"
"2008","KENTUCKY","KY","KENTON","DEMOCRAT","26480","68213","38.82"
"2008","KENTUCKY","KY","KENTON","REPUBLICAN","40714","68213","59.69"
"2008","KENTUCKY","KY","KNOTT","DEMOCRAT","2612","5820","44.88"
"2008","KENTUCKY","KY","KNOTT","REPUBLICAN","3070","5820","52.75"
"2008","KENTUCKY","KY","KNOX","DEMOCRAT","3074","11389","26.99"
"2008","KENTUCKY","KY","KNOX","REPUBLICAN","8150","11389","71.56"
"2008","KENTUCKY","KY","LARUE","DEMOCRAT","1913","6178","30.96"
"2008","KENTUCKY","KY","LARUE","REPUBLICAN","4153","6178","67.22"
"2008","KENTUCKY","KY","LAUREL","DEMOCRAT","4618","22500","20.52"
"2008","KENTUCKY","KY","LAUREL","REPUBLICAN","17660","22500","78.49"
"2008","KENTUCKY","KY","LAWRENCE","DEMOCRAT","2036","5649","36.04"
"2008","KENTUCKY","KY","LAWRENCE","REPUBLICAN","3503","5649","62.01"
"2008","KENTUCKY","KY","LEE","DEMOCRAT","752","2773","27.12"
"2008","KENTUCKY","KY","LEE","REPUBLICAN","1978","2773","71.33"
"2008","KENTUCKY","KY","LESLIE","DEMOCRAT","766","4397","17.42"
"2008","KENTUCKY","KY","LESLIE","REPUBLICAN","3574","4397","81.28"
"2008","KENTUCKY","KY","LETCHER","DEMOCRAT","2623","8235","31.85"
"2008","KENTUCKY","KY","LETCHER","REPUBLICAN","5367","8235","65.17"
"2008","KENTUCKY","KY","LEWIS","DEMOCRAT","1510","4791","31.52"
"2008","KENTUCKY","KY","LEWIS","REPUBLICAN","3213","4791","67.06"
"2008","KENTUCKY","KY","LINCOLN","DEMOCRAT","2752","9151","30.07"
"2008","KENTUCKY","KY","LINCOLN","REPUBLICAN","6273","9151","68.55"
"2008","KENTUCKY","KY","LIVINGSTON","DEMOCRAT","1622","4593","35.31"
"2008","KENTUCKY","KY","LIVINGSTON","REPUBLICAN","2890","4593","62.92"
"2008","KENTUCKY","KY","LOGAN","DEMOCRAT","3811","10890","35.00"
"2008","KENTUCKY","KY","LOGAN","REPUBLICAN","6925","10890","63.59"
"2008","KENTUCKY","KY","LYON","DEMOCRAT","1577","3855","40.91"
"2008","KENTUCKY","KY","LYON","REPUBLICAN","2220","3855","57.59"
"2008","KENTUCKY","KY","MCCRACKEN","DEMOCRAT","11285","30754","36.69"
"2008","KENTUCKY","KY","MCCRACKEN","REPUBLICAN","19043","30754","61.92"
"2008","KENTUCKY","KY","MCCREARY","DEMOCRAT","1258","5407","23.27"
"2008","KENTUCKY","KY","MCCREARY","REPUBLICAN","4078","5407","75.42"
"2008","KENTUCKY","KY","MCLEAN","DEMOCRAT","1963","4422","44.39"
"2008","KENTUCKY","KY","MCLEAN","REPUBLICAN","2386","4422","53.96"
"2008","KENTUCKY","KY","MADISON","DEMOCRAT","12392","32537","38.09"
"2008","KENTUCKY","KY","MADISON","REPUBLICAN","19694","32537","60.53"
"2008","KENTUCKY","KY","MAGOFFIN","DEMOCRAT","2105","4651","45.26"
"2008","KENTUCKY","KY","MAGOFFIN","REPUBLICAN","2434","4651","52.33"
"2008","KENTUCKY","KY","MARION","DEMOCRAT","3596","7615","47.22"
"2008","KENTUCKY","KY","MARION","REPUBLICAN","3842","7615","50.45"
"2008","KENTUCKY","KY","MARSHALL","DEMOCRAT","5683","15487","36.70"
"2008","KENTUCKY","KY","MARSHALL","REPUBLICAN","9512","15487","61.42"
"2008","KENTUCKY","KY","MARTIN","DEMOCRAT","808","3692","21.89"
"2008","KENTUCKY","KY","MARTIN","REPUBLICAN","2824","3692","76.49"
"2008","KENTUCKY","KY","MASON","DEMOCRAT","2891","7121","40.60"
"2008","KENTUCKY","KY","MASON","REPUBLICAN","4102","7121","57.60"
"2008","KENTUCKY","KY","MEADE","DEMOCRAT","4343","11206","38.76"
"2008","KENTUCKY","KY","MEADE","REPUBLICAN","6691","11206","59.71"
"2008","KENTUCKY","KY","MENIFEE","DEMOCRAT","1276","2489","51.27"
"2008","KENTUCKY","KY","MENIFEE","REPUBLICAN","1155","2489","46.40"
"2008","KENTUCKY","KY","MERCER","DEMOCRAT","3159","10060","31.40"
"2008","KENTUCKY","KY","MERCER","REPUBLICAN","6781","10060","67.41"
"2008","KENTUCKY","KY","METCALFE","DEMOCRAT","1350","4199","32.15"
"2008","KENTUCKY","KY","METCALFE","REPUBLICAN","2734","4199","65.11"
"2008","KENTUCKY","KY","MONROE","DEMOCRAT","1067","4665","22.87"
"2008","KENTUCKY","KY","MONROE","REPUBLICAN","3537","4665","75.82"
"2008","KENTUCKY","KY","MONTGOMERY","DEMOCRAT","4234","10331","40.98"
"2008","KENTUCKY","KY","MONTGOMERY","REPUBLICAN","5947","10331","57.56"
"2008","KENTUCKY","KY","MORGAN","DEMOCRAT","1879","4379","42.91"
"2008","KENTUCKY","KY","MORGAN","REPUBLICAN","2396","4379","54.72"
"2008","KENTUCKY","KY","MUHLENBERG","DEMOCRAT","6221","12889","48.27"
"2008","KENTUCKY","KY","MUHLENBERG","REPUBLICAN","6447","12889","50.02"
"2008","KENTUCKY","KY","NELSON","DEMOCRAT","7654","18146","42.18"
"2008","KENTUCKY","KY","NELSON","REPUBLICAN","10139","18146","55.87"
"2008","KENTUCKY","KY","NICHOLAS","DEMOCRAT","1272","2970","42.83"
"2008","KENTUCKY","KY","NICHOLAS","REPUBLICAN","1634","2970","55.02"
"2008","KENTUCKY","KY","OHIO","DEMOCRAT","4059","9938","40.84"
"2008","KENTUCKY","KY","OHIO","REPUBLICAN","5687","9938","57.22"
"2008","KENTUCKY","KY","OLDHAM","DEMOCRAT","10000","29316","34.11"
"2008","KENTUCKY","KY","OLDHAM","REPUBLICAN","18997","29316","64.80"
"2008","KENTUCKY","KY","OWEN","DEMOCRAT","1694","4751","35.66"
"2008","KENTUCKY","KY","OWEN","REPUBLICAN","2969","4751","62.49"
"2008","KENTUCKY","KY","OWSLEY","DEMOCRAT","381","1686","22.60"
"2008","KENTUCKY","KY","OWSLEY","REPUBLICAN","1279","1686","75.86"
"2008","KENTUCKY","KY","PENDLETON","DEMOCRAT","2027","5802","34.94"
"2008","KENTUCKY","KY","PENDLETON","REPUBLICAN","3676","5802","63.36"
"2008","KENTUCKY","KY","PERRY","DEMOCRAT","3444","10375","33.20"
"2008","KENTUCKY","KY","PERRY","REPUBLICAN","6762","10375","65.18"
"2008","KENTUCKY","KY","PIKE","DEMOCRAT","9525","22643","42.07"
"2008","KENTUCKY","KY","PIKE","REPUBLICAN","12655","22643","55.89"
"2008","KENTUCKY","KY","POWELL","DEMOCRAT","2065","4972","41.53"
"2008","KENTUCKY","KY","POWELL","REPUBLICAN","2837","4972","57.06"
"2008","KENTUCKY","KY","PULASKI","DEMOCRAT","5590","25766","21.70"
"2008","KENTUCKY","KY","PULASKI","REPUBLICAN","19862","25766","77.09"
"2008","KENTUCKY","KY","ROBERTSON","DEMOCRAT","451","1015","44.43"
"2008","KENTUCKY","KY","ROBERTSON","REPUBLICAN","533","1015","52.51"
"2008","KENTUCKY","KY","ROCKCASTLE","DEMOCRAT","1410","6274","22.47"
"2008","KENTUCKY","KY","ROCKCASTLE","REPUBLICAN","4757","6274","75.82"
"2008","KENTUCKY","KY","ROWAN","DEMOCRAT","4074","8154","49.96"
"2008","KENTUCKY","KY","ROWAN","REPUBLICAN","3907","8154","47.92"
"2008","KENTUCKY","KY","RUSSELL","DEMOCRAT","1569","7475","20.99"
"2008","KENTUCKY","KY","RUSSELL","REPUBLICAN","5779","7475","77.31"
"2008","KENTUCKY","KY","SCOTT","DEMOCRAT","7712","19730","39.09"
"2008","KENTUCKY","KY","SCOTT","REPUBLICAN","11782","19730","59.72"
"2008","KENTUCKY","KY","SHELBY","DEMOCRAT","6871","18540","37.06"
"2008","KENTUCKY","KY","SHELBY","REPUBLICAN","11451","18540","61.76"
"2008","KENTUCKY","KY","SIMPSON","DEMOCRAT","2775","7309","37.97"
"2008","KENTUCKY","KY","SIMPSON","REPUBLICAN","4437","7309","60.71"
"2008","KENTUCKY","KY","SPENCER","DEMOCRAT","2519","8049","31.30"
"2008","KENTUCKY","KY","SPENCER","REPUBLICAN","5378","8049","66.82"
"2008","KENTUCKY","KY","TAYLOR","DEMOCRAT","3165","10860","29.14"
"2008","KENTUCKY","KY","TAYLOR","REPUBLICAN","7568","10860","69.69"
"2008","KENTUCKY","KY","TODD","DEMOCRAT","1543","4941","31.23"
"2008","KENTUCKY","KY","TODD","REPUBLICAN","3336","4941","67.52"
"2008","KENTUCKY","KY","TRIGG","DEMOCRAT","2246","6527","34.41"
"2008","KENTUCKY","KY","TRIGG","REPUBLICAN","4189","6527","64.18"
"2008","KENTUCKY","KY","TRIMBLE","DEMOCRAT","1484","3812","38.93"
"2008","KENTUCKY","KY","TRIMBLE","REPUBLICAN","2239","3812","58.74"
"2008","KENTUCKY","KY","UNION","DEMOCRAT","2804","6034","46.47"
"2008","KENTUCKY","KY","UNION","REPUBLICAN","3120","6034","51.71"
"2008","KENTUCKY","KY","WARREN","DEMOCRAT","17669","44145","40.02"
"2008","KENTUCKY","KY","WARREN","REPUBLICAN","25993","44145","58.88"
"2008","KENTUCKY","KY","WASHINGTON","DEMOCRAT","1890","5275","35.83"
"2008","KENTUCKY","KY","WASHINGTON","REPUBLICAN","3305","5275","62.65"
"2008","KENTUCKY","KY","WAYNE","DEMOCRAT","2201","7196","30.59"
"2008","KENTUCKY","KY","WAYNE","REPUBLICAN","4868","7196","67.65"
"2008","KENTUCKY","KY","WEBSTER","DEMOCRAT","2390","5540","43.14"
"2008","KENTUCKY","KY","WEBSTER","REPUBLICAN","3037","5540","54.82"
"2008","KENTUCKY","KY","WHITLEY","DEMOCRAT","3484","13704","25.42"
"2008","KENTUCKY","KY","WHITLEY","REPUBLICAN","10015","13704","73.08"
"2008","KENTUCKY","KY","WOLFE","DEMOCRAT","1493","2968","50.30"
"2008","KENTUCKY","KY","WOLFE","REPUBLICAN","1408","2968","47.44"
"2008","KENTUCKY","KY","WOODFORD","DEMOCRAT","5027","12297","40.88"
"2008","KENTUCKY","KY","WOODFORD","REPUBLICAN","7130","12297","57.98"
"2008","LOUISIANA","LA","ACADIA","DEMOCRAT","7028","26710","26.31"
"2008","LOUISIANA","LA","ACADIA","REPUBLICAN","19228","26710","71.99"
"2008","LOUISIANA","LA","ALLEN","DEMOCRAT","2891","9467","30.54"
"2008","LOUISIANA","LA","ALLEN","REPUBLICAN","6333","9467","66.90"
"2008","LOUISIANA","LA","ASCENSION","DEMOCRAT","14625","46571","31.40"
"2008","LOUISIANA","LA","ASCENSION","REPUBLICAN","31239","46571","67.08"
"2008","LOUISIANA","LA","ASSUMPTION","DEMOCRAT","4756","10960","43.39"
"2008","LOUISIANA","LA","ASSUMPTION","REPUBLICAN","5981","10960","54.57"
"2008","LOUISIANA","LA","AVOYELLES","DEMOCRAT","6327","16938","37.35"
"2008","LOUISIANA","LA","AVOYELLES","REPUBLICAN","10236","16938","60.43"
"2008","LOUISIANA","LA","BEAUREGARD","DEMOCRAT","3071","14074","21.82"
"2008","LOUISIANA","LA","BEAUREGARD","REPUBLICAN","10718","14074","76.15"
"2008","LOUISIANA","LA","BIENVILLE","DEMOCRAT","3589","7430","48.30"
"2008","LOUISIANA","LA","BIENVILLE","REPUBLICAN","3776","7430","50.82"
"2008","LOUISIANA","LA","BOSSIER","DEMOCRAT","12701","45826","27.72"
"2008","LOUISIANA","LA","BOSSIER","REPUBLICAN","32706","45826","71.37"
"2008","LOUISIANA","LA","CADDO","DEMOCRAT","55220","108220","51.03"
"2008","LOUISIANA","LA","CADDO","REPUBLICAN","52105","108220","48.15"
"2008","LOUISIANA","LA","CALCASIEU","DEMOCRAT","30244","82131","36.82"
"2008","LOUISIANA","LA","CALCASIEU","REPUBLICAN","50449","82131","61.43"
"2008","LOUISIANA","LA","CALDWELL","DEMOCRAT","1118","4893","22.85"
"2008","LOUISIANA","LA","CALDWELL","REPUBLICAN","3696","4893","75.54"
"2008","LOUISIANA","LA","CAMERON","DEMOCRAT","613","3797","16.14"
"2008","LOUISIANA","LA","CAMERON","REPUBLICAN","3089","3797","81.35"
"2008","LOUISIANA","LA","CATAHOULA","DEMOCRAT","1659","5225","31.75"
"2008","LOUISIANA","LA","CATAHOULA","REPUBLICAN","3486","5225","66.72"
"2008","LOUISIANA","LA","CLAIBORNE","DEMOCRAT","3025","6841","44.22"
"2008","LOUISIANA","LA","CLAIBORNE","REPUBLICAN","3750","6841","54.82"
"2008","LOUISIANA","LA","CONCORDIA","DEMOCRAT","3766","9527","39.53"
"2008","LOUISIANA","LA","CONCORDIA","REPUBLICAN","5668","9527","59.49"
"2008","LOUISIANA","LA","DE SOTO","DEMOCRAT","5242","12257","42.77"
"2008","LOUISIANA","LA","DE SOTO","REPUBLICAN","6883","12257","56.16"
"2008","LOUISIANA","LA","EAST BATON ROUGE","DEMOCRAT","99652","197349","50.50"
"2008","LOUISIANA","LA","EAST BATON ROUGE","REPUBLICAN","95390","197349","48.34"
"2008","LOUISIANA","LA","EAST CARROLL","DEMOCRAT","2267","3559","63.70"
"2008","LOUISIANA","LA","EAST CARROLL","REPUBLICAN","1254","3559","35.23"
"2008","LOUISIANA","LA","EAST FELICIANA","DEMOCRAT","4383","9947","44.06"
"2008","LOUISIANA","LA","EAST FELICIANA","REPUBLICAN","5432","9947","54.61"
"2008","LOUISIANA","LA","EVANGELINE","DEMOCRAT","5853","15976","36.64"
"2008","LOUISIANA","LA","EVANGELINE","REPUBLICAN","9793","15976","61.30"
"2008","LOUISIANA","LA","FRANKLIN","DEMOCRAT","2959","9356","31.63"
"2008","LOUISIANA","LA","FRANKLIN","REPUBLICAN","6278","9356","67.10"
"2008","LOUISIANA","LA","GRANT","DEMOCRAT","1474","8557","17.23"
"2008","LOUISIANA","LA","GRANT","REPUBLICAN","6906","8557","80.71"
"2008","LOUISIANA","LA","IBERIA","DEMOCRAT","12492","33168","37.66"
"2008","LOUISIANA","LA","IBERIA","REPUBLICAN","20127","33168","60.68"
"2008","LOUISIANA","LA","IBERVILLE","DEMOCRAT","9023","16421","54.95"
"2008","LOUISIANA","LA","IBERVILLE","REPUBLICAN","7185","16421","43.75"
"2008","LOUISIANA","LA","JACKSON","DEMOCRAT","2456","7736","31.75"
"2008","LOUISIANA","LA","JACKSON","REPUBLICAN","5190","7736","67.09"
"2008","LOUISIANA","LA","JEFFERSON","DEMOCRAT","65096","181120","35.94"
"2008","LOUISIANA","LA","JEFFERSON","REPUBLICAN","113191","181120","62.50"
"2008","LOUISIANA","LA","JEFFERSON DAVIS","DEMOCRAT","3923","13501","29.06"
"2008","LOUISIANA","LA","JEFFERSON DAVIS","REPUBLICAN","9278","13501","68.72"
"2008","LOUISIANA","LA","LAFAYETTE","DEMOCRAT","32145","95642","33.61"
"2008","LOUISIANA","LA","LAFAYETTE","REPUBLICAN","62055","95642","64.88"
"2008","LOUISIANA","LA","LAFOURCHE","DEMOCRAT","9662","37893","25.50"
"2008","LOUISIANA","LA","LAFOURCHE","REPUBLICAN","27089","37893","71.49"
"2008","LOUISIANA","LA","LA SALLE","DEMOCRAT","860","6553","13.12"
"2008","LOUISIANA","LA","LA SALLE","REPUBLICAN","5602","6553","85.49"
"2008","LOUISIANA","LA","LINCOLN","DEMOCRAT","8267","19150","43.17"
"2008","LOUISIANA","LA","LINCOLN","REPUBLICAN","10676","19150","55.75"
"2008","LOUISIANA","LA","LIVINGSTON","DEMOCRAT","6681","50892","13.13"
"2008","LOUISIANA","LA","LIVINGSTON","REPUBLICAN","43269","50892","85.02"
"2008","LOUISIANA","LA","MADISON","DEMOCRAT","3100","5300","58.49"
"2008","LOUISIANA","LA","MADISON","REPUBLICAN","2152","5300","40.60"
"2008","LOUISIANA","LA","MOREHOUSE","DEMOCRAT","5792","13200","43.88"
"2008","LOUISIANA","LA","MOREHOUSE","REPUBLICAN","7258","13200","54.98"
"2008","LOUISIANA","LA","NATCHITOCHES","DEMOCRAT","7801","17067","45.71"
"2008","LOUISIANA","LA","NATCHITOCHES","REPUBLICAN","9054","17067","53.05"
"2008","LOUISIANA","LA","ORLEANS","DEMOCRAT","116042","146287","79.32"
"2008","LOUISIANA","LA","ORLEANS","REPUBLICAN","28041","146287","19.17"
"2008","LOUISIANA","LA","OUACHITA","DEMOCRAT","24813","67244","36.90"
"2008","LOUISIANA","LA","OUACHITA","REPUBLICAN","41741","67244","62.07"
"2008","LOUISIANA","LA","PLAQUEMINES","DEMOCRAT","3380","10449","32.35"
"2008","LOUISIANA","LA","PLAQUEMINES","REPUBLICAN","6894","10449","65.98"
"2008","LOUISIANA","LA","POINTE COUPEE","DEMOCRAT","5516","12435","44.36"
"2008","LOUISIANA","LA","POINTE COUPEE","REPUBLICAN","6702","12435","53.90"
"2008","LOUISIANA","LA","RAPIDES","DEMOCRAT","20127","57521","34.99"
"2008","LOUISIANA","LA","RAPIDES","REPUBLICAN","36611","57521","63.65"
"2008","LOUISIANA","LA","RED RIVER","DEMOCRAT","2080","4629","44.93"
"2008","LOUISIANA","LA","RED RIVER","REPUBLICAN","2484","4629","53.66"
"2008","LOUISIANA","LA","RICHLAND","DEMOCRAT","3311","9181","36.06"
"2008","LOUISIANA","LA","RICHLAND","REPUBLICAN","5751","9181","62.64"
"2008","LOUISIANA","LA","SABINE","DEMOCRAT","2245","9652","23.26"
"2008","LOUISIANA","LA","SABINE","REPUBLICAN","7226","9652","74.87"
"2008","LOUISIANA","LA","ST. BERNARD","DEMOCRAT","3491","13540","25.78"
"2008","LOUISIANA","LA","ST. BERNARD","REPUBLICAN","9642","13540","71.21"
"2008","LOUISIANA","LA","ST. CHARLES","DEMOCRAT","8522","25397","33.56"
"2008","LOUISIANA","LA","ST. CHARLES","REPUBLICAN","16457","25397","64.80"
"2008","LOUISIANA","LA","ST. HELENA","DEMOCRAT","3567","6184","57.68"
"2008","LOUISIANA","LA","ST. HELENA","REPUBLICAN","2522","6184","40.78"
"2008","LOUISIANA","LA","ST. JAMES","DEMOCRAT","6994","12564","55.67"
"2008","LOUISIANA","LA","ST. JAMES","REPUBLICAN","5432","12564","43.23"
"2008","LOUISIANA","LA","ST. JOHN THE BAPTIST","DEMOCRAT","12424","21656","57.37"
"2008","LOUISIANA","LA","ST. JOHN THE BAPTIST","REPUBLICAN","8912","21656","41.15"
"2008","LOUISIANA","LA","ST. LANDRY","DEMOCRAT","20268","42493","47.70"
"2008","LOUISIANA","LA","ST. LANDRY","REPUBLICAN","21650","42493","50.95"
"2008","LOUISIANA","LA","ST. MARTIN","DEMOCRAT","9419","24252","38.84"
"2008","LOUISIANA","LA","ST. MARTIN","REPUBLICAN","14443","24252","59.55"
"2008","LOUISIANA","LA","ST. MARY","DEMOCRAT","9345","22903","40.80"
"2008","LOUISIANA","LA","ST. MARY","REPUBLICAN","13183","22903","57.56"
"2008","LOUISIANA","LA","ST. TAMMANY","DEMOCRAT","24589","109503","22.46"
"2008","LOUISIANA","LA","ST. TAMMANY","REPUBLICAN","83047","109503","75.84"
"2008","LOUISIANA","LA","TANGIPAHOA","DEMOCRAT","16438","48602","33.82"
"2008","LOUISIANA","LA","TANGIPAHOA","REPUBLICAN","31434","48602","64.68"
"2008","LOUISIANA","LA","TENSAS","DEMOCRAT","1646","3040","54.14"
"2008","LOUISIANA","LA","TENSAS","REPUBLICAN","1367","3040","44.97"
"2008","LOUISIANA","LA","TERREBONNE","DEMOCRAT","11579","40692","28.46"
"2008","LOUISIANA","LA","TERREBONNE","REPUBLICAN","28208","40692","69.32"
"2008","LOUISIANA","LA","UNION","DEMOCRAT","3103","10868","28.55"
"2008","LOUISIANA","LA","UNION","REPUBLICAN","7619","10868","70.10"
"2008","LOUISIANA","LA","VERMILION","DEMOCRAT","6266","24833","25.23"
"2008","LOUISIANA","LA","VERMILION","REPUBLICAN","18069","24833","72.76"
"2008","LOUISIANA","LA","VERNON","DEMOCRAT","3534","15769","22.41"
"2008","LOUISIANA","LA","VERNON","REPUBLICAN","11946","15769","75.76"
"2008","LOUISIANA","LA","WASHINGTON","DEMOCRAT","6122","18624","32.87"
"2008","LOUISIANA","LA","WASHINGTON","REPUBLICAN","12215","18624","65.59"
"2008","LOUISIANA","LA","WEBSTER","DEMOCRAT","6610","18270","36.18"
"2008","LOUISIANA","LA","WEBSTER","REPUBLICAN","11417","18270","62.49"
"2008","LOUISIANA","LA","WEST BATON ROUGE","DEMOCRAT","5043","11866","42.50"
"2008","LOUISIANA","LA","WEST BATON ROUGE","REPUBLICAN","6654","11866","56.08"
"2008","LOUISIANA","LA","WEST CARROLL","DEMOCRAT","878","4987","17.61"
"2008","LOUISIANA","LA","WEST CARROLL","REPUBLICAN","4045","4987","81.11"
"2008","LOUISIANA","LA","WEST FELICIANA","DEMOCRAT","2414","5618","42.97"
"2008","LOUISIANA","LA","WEST FELICIANA","REPUBLICAN","3149","5618","56.05"
"2008","LOUISIANA","LA","WINN","DEMOCRAT","2047","6772","30.23"
"2008","LOUISIANA","LA","WINN","REPUBLICAN","4632","6772","68.40"
"2008","MAINE","ME","ANDROSCOGGIN","DEMOCRAT","31017","54850","56.55"
"2008","MAINE","ME","ANDROSCOGGIN","REPUBLICAN","22671","54850","41.33"
"2008","MAINE","ME","AROOSTOOK","DEMOCRAT","19345","35994","53.75"
"2008","MAINE","ME","AROOSTOOK","REPUBLICAN","15898","35994","44.17"
"2008","MAINE","ME","CUMBERLAND","DEMOCRAT","105218","164151","64.10"
"2008","MAINE","ME","CUMBERLAND","REPUBLICAN","56186","164151","34.23"
"2008","MAINE","ME","FRANKLIN","DEMOCRAT","10113","17178","58.87"
"2008","MAINE","ME","FRANKLIN","REPUBLICAN","6627","17178","38.58"
"2008","MAINE","ME","HANCOCK","DEMOCRAT","18895","32165","58.74"
"2008","MAINE","ME","HANCOCK","REPUBLICAN","12686","32165","39.44"
"2008","MAINE","ME","KENNEBEC","DEMOCRAT","37238","65986","56.43"
"2008","MAINE","ME","KENNEBEC","REPUBLICAN","27482","65986","41.65"
"2008","MAINE","ME","KNOX","DEMOCRAT","13728","22980","59.74"
"2008","MAINE","ME","KNOX","REPUBLICAN","8816","22980","38.36"
"2008","MAINE","ME","LINCOLN","DEMOCRAT","11886","21584","55.07"
"2008","MAINE","ME","LINCOLN","REPUBLICAN","9287","21584","43.03"
"2008","MAINE","ME","OXFORD","DEMOCRAT","17940","31650","56.68"
"2008","MAINE","ME","OXFORD","REPUBLICAN","12863","31650","40.64"
"2008","MAINE","ME","PENOBSCOT","DEMOCRAT","41614","80467","51.72"
"2008","MAINE","ME","PENOBSCOT","REPUBLICAN","37495","80467","46.60"
"2008","MAINE","ME","PISCATAQUIS","DEMOCRAT","4430","9434","46.96"
"2008","MAINE","ME","PISCATAQUIS","REPUBLICAN","4785","9434","50.72"
"2008","MAINE","ME","SAGADAHOC","DEMOCRAT","12152","21301","57.05"
"2008","MAINE","ME","SAGADAHOC","REPUBLICAN","8721","21301","40.94"
"2008","MAINE","ME","SOMERSET","DEMOCRAT","13335","25758","51.77"
"2008","MAINE","ME","SOMERSET","REPUBLICAN","11867","25758","46.07"
"2008","MAINE","ME","WALDO","DEMOCRAT","11967","21850","54.77"
"2008","MAINE","ME","WALDO","REPUBLICAN","9423","21850","43.13"
"2008","MAINE","ME","WASHINGTON","DEMOCRAT","8246","16654","49.51"
"2008","MAINE","ME","WASHINGTON","REPUBLICAN","8077","16654","48.50"
"2008","MAINE","ME","YORK","DEMOCRAT","64799","109161","59.36"
"2008","MAINE","ME","YORK","REPUBLICAN","42389","109161","38.83"
"2008","MARYLAND","MD","ALLEGANY","DEMOCRAT","10693","29742","35.95"
"2008","MARYLAND","MD","ALLEGANY","REPUBLICAN","18405","29742","61.88"
"2008","MARYLAND","MD","ANNE ARUNDEL","DEMOCRAT","125015","259619","48.15"
"2008","MARYLAND","MD","ANNE ARUNDEL","REPUBLICAN","129682","259619","49.95"
"2008","MARYLAND","MD","BALTIMORE","DEMOCRAT","214151","380938","56.22"
"2008","MARYLAND","MD","BALTIMORE","REPUBLICAN","158714","380938","41.66"
"2008","MARYLAND","MD","CALVERT","DEMOCRAT","20299","44057","46.07"
